login,full_name,created_at,stargazers_count,language,license_name
jgilfelt,jgilfelt/AndroidSDKSearchExtension,2015-06-01T13:21:09Z,0,JavaScript,apache-2.0
jgilfelt,jgilfelt/Calendar,2023-02-21T15:43:28Z,0,,mit
jgilfelt,jgilfelt/chuck,2017-02-07T23:51:39Z,4688,Java,apache-2.0
jgilfelt,jgilfelt/clean-status-bar,2014-09-14T12:34:32Z,2,,
jgilfelt,jgilfelt/cwac-loaderex,2012-10-10T09:54:28Z,2,Java,apache-2.0
jgilfelt,jgilfelt/encrypted-datastore,2023-02-21T14:01:12Z,1,,mit
jgilfelt,jgilfelt/GhostLog,2013-12-30T13:24:03Z,384,Java,
jgilfelt,jgilfelt/NotificationLog,2013-04-17T13:52:21Z,161,Java,
jgilfelt,jgilfelt/Novocation,2012-02-16T22:20:19Z,6,Java,other
jgilfelt,jgilfelt/okhttp,2016-01-09T11:42:28Z,0,Java,apache-2.0
jgilfelt,jgilfelt/okio,2014-04-28T11:09:36Z,4,Java,apache-2.0
jgilfelt,jgilfelt/Polaris2,2013-05-02T12:12:17Z,3,Java,
jgilfelt,jgilfelt/QuickReturn,2014-12-19T11:09:48Z,3,Java,mit
jgilfelt,jgilfelt/Reflective-Drawable-Loader---Android,2013-03-10T20:06:07Z,1,Java,
sonnysangha,sonnysangha/5app-coding-challenge,2019-10-02T17:37:11Z,15,TypeScript,
sonnysangha,sonnysangha/AI-Image-generator-microsoft-azure,2023-03-23T09:38:11Z,121,TypeScript,
sonnysangha,sonnysangha/Amazon-starter-template-nextjs,2021-05-17T10:33:59Z,377,JavaScript,
sonnysangha,sonnysangha/booking.com-clone-nextjs-14-shadcn-tailwind-typescript-oxylabs,2023-12-01T11:30:10Z,57,TypeScript,
sonnysangha,sonnysangha/brightdata-amazon-scraper-template,2023-03-03T08:41:10Z,21,JavaScript,
sonnysangha,sonnysangha/cc-diamond-supabase-sql,2021-12-02T17:46:35Z,13,JavaScript,
sonnysangha,sonnysangha/Chat-with-PDF-AI-SAAS-Challenge-App,2024-07-27T14:55:01Z,50,TypeScript,
sonnysangha,sonnysangha/cloudflare-workers-notion-clone-ai-tutorial,2024-07-15T19:21:26Z,11,TypeScript,
sonnysangha,sonnysangha/coaching-call-messenger-demo,2020-06-30T20:23:25Z,7,JavaScript,
sonnysangha,sonnysangha/coaching-call-storybook-demo,2020-05-26T19:04:37Z,5,,
sonnysangha,sonnysangha/dalle-image-generation,2024-06-19T03:54:42Z,6,Python,
sonnysangha,sonnysangha/DefinitelyTyped,2017-11-29T12:14:41Z,4,TypeScript,other
sonnysangha,sonnysangha/diamond-cc-22-aug,2021-08-12T18:43:54Z,14,JavaScript,
sonnysangha,sonnysangha/disney-2.0-clone-nextjs-14-microsoft-azure,2023-12-08T19:15:18Z,92,TypeScript,
sonnysangha,sonnysangha/Facebook-2.0-nextjs-tailwindcss,2021-05-15T13:46:44Z,53,JavaScript,
sonnysangha,sonnysangha/firebase-cloud-messaging-web-push-notifications-with-nextjs-14-tutorial,2024-07-02T16:27:32Z,57,TypeScript,
sonnysangha,sonnysangha/google-sheets-coaching-call,2021-02-24T17:47:03Z,10,JavaScript,
sonnysangha,sonnysangha/helix-assignment,2019-01-10T12:59:24Z,4,TypeScript,
sonnysangha,sonnysangha/lemonsqueezy.js,2024-07-03T10:21:41Z,7,,mit
sonnysangha,sonnysangha/linkedin-clone-nextjs-14-copilot-azure-cosmos-db-typescript-shadcn,2024-04-16T15:45:48Z,60,TypeScript,
sonnysangha,sonnysangha/lottery-smart-contract,2022-08-30T09:14:48Z,51,Solidity,
sonnysangha,sonnysangha/mern-instagram,2020-09-21T18:43:09Z,91,JavaScript,
sonnysangha,sonnysangha/movie-recommendation-nextjs-astradb-openai,2024-06-03T08:18:31Z,36,TypeScript,
sonnysangha,sonnysangha/otp-phone-authentication-demo-nextjs-firebase-auth,2024-07-09T16:10:12Z,18,TypeScript,
sonnysangha,sonnysangha/react-shopping-cart,2020-04-07T23:17:21Z,38,,mit
sonnysangha,sonnysangha/realtime-translator-chatbot,2019-01-16T16:15:41Z,13,TypeScript,
sonnysangha,sonnysangha/redux-typescript-app-demo,2020-11-24T21:30:56Z,19,JavaScript,
sonnysangha,sonnysangha/Resume-Portfolio-Starter-pack,2021-02-01T13:52:32Z,416,JavaScript,
sonnysangha,sonnysangha/storybook-demo-live,2020-05-26T19:05:58Z,10,JavaScript,
sonnysangha,sonnysangha/stripe-payment-elements-with-https-nextjs-14-demo,2024-06-14T12:05:02Z,51,TypeScript,
nickbutcher,nickbutcher/accompanist,2020-06-10T14:57:47Z,1,,apache-2.0
nickbutcher,nickbutcher/AdaptiveIconPlayground,2017-07-06T15:06:33Z,1354,Kotlin,apache-2.0
nickbutcher,nickbutcher/android-transition-examples,2019-01-10T11:09:08Z,13,Java,apache-2.0
nickbutcher,nickbutcher/AndroidDesignPatterns,2018-12-06T17:10:44Z,1,JavaScript,mit
nickbutcher,nickbutcher/AndroidSDKSearchExtension,2017-11-01T16:05:06Z,7,JavaScript,apache-2.0
nickbutcher,nickbutcher/AnimatedStateListDrawable,2017-07-05T09:58:39Z,2,Java,apache-2.0
nickbutcher,nickbutcher/AnimatorDurationTile,2016-10-04T02:52:57Z,1380,Java,apache-2.0
nickbutcher,nickbutcher/Bjango-Templates,2017-03-23T14:21:10Z,7,Shell,
nickbutcher,nickbutcher/launcher-icon,2017-07-10T14:05:32Z,40,Java,apache-2.0
nickbutcher,nickbutcher/plaid,2015-10-30T16:10:56Z,16263,Kotlin,apache-2.0
nickbutcher,nickbutcher/SdkSearch,2018-01-18T15:15:07Z,6,Kotlin,apache-2.0
florina-muntenescu,florina-muntenescu/android-architecture,2016-08-08T11:56:09Z,37,,apache-2.0
florina-muntenescu,florina-muntenescu/android-tutorials,2018-08-31T10:48:43Z,3,CSS,
florina-muntenescu,florina-muntenescu/BottomNavigationPlayground,2016-10-21T14:59:25Z,1,Java,
florina-muntenescu,florina-muntenescu/bundel,2021-07-02T13:51:24Z,1,,apache-2.0
florina-muntenescu,florina-muntenescu/compose-samples,2020-09-17T10:28:49Z,18,,apache-2.0
florina-muntenescu,florina-muntenescu/dn_api_v2,2018-08-31T10:31:15Z,0,,
florina-muntenescu,florina-muntenescu/DroidconMVVM,2016-03-31T10:29:13Z,479,Java,
florina-muntenescu,florina-muntenescu/EnhancedListView,2014-06-17T14:01:45Z,6,Java,
florina-muntenescu,florina-muntenescu/FiltermusicRadio,2014-10-20T08:18:10Z,5,Java,
florina-muntenescu,florina-muntenescu/MVPvsMVVM,2016-04-11T16:58:34Z,323,Java,
florina-muntenescu,florina-muntenescu/PC-12-Performance-Monitor,2023-05-25T13:24:59Z,1,,apache-2.0
florina-muntenescu,florina-muntenescu/Playground,2016-05-11T15:06:30Z,2,Java,
florina-muntenescu,florina-muntenescu/ReactiveBurgers,2016-07-16T12:23:05Z,73,Java,gpl-3.0
florina-muntenescu,florina-muntenescu/Shutterstock,2015-06-15T23:14:39Z,1,Java,
florina-muntenescu,florina-muntenescu/speakers,2019-02-28T08:53:58Z,0,,
florina-muntenescu,florina-muntenescu/StreamPlayer,2015-01-17T22:26:42Z,11,Java,
florina-muntenescu,florina-muntenescu/sunflower,2022-07-29T08:51:53Z,2,,apache-2.0
florina-muntenescu,florina-muntenescu/vectordrawable-vs-png,2016-10-13T09:56:00Z,26,Java,
pydanny,pydanny/alotofeffort,2013-07-27T10:06:51Z,1,Python,bsd-3-clause
pydanny,pydanny/archived-presentations,2012-01-11T03:07:29Z,0,Python,
pydanny,pydanny/arepa,2018-02-12T19:57:01Z,1,Makefile,mit
pydanny,pydanny/audreyr.github.com,2012-04-19T02:19:43Z,1,JavaScript,
pydanny,pydanny/awod4,2022-02-18T02:55:10Z,1,,
pydanny,pydanny/blarg,2023-11-10T16:40:20Z,2,Python,
pydanny,pydanny/bookmanager,2012-03-19T23:48:26Z,3,JavaScript,
pydanny,pydanny/cached-property,2014-05-17T22:42:24Z,697,Python,bsd-3-clause
pydanny,pydanny/cn-flask-sample,2012-03-19T19:38:53Z,1,JavaScript,
pydanny,pydanny/complexity,2013-07-14T11:23:39Z,1,Python,other
pydanny,pydanny/conda-recipes,2015-01-23T04:14:06Z,0,Shell,other
pydanny,pydanny/conference-talk-work,2012-09-08T03:32:30Z,0,Python,
pydanny,pydanny/configure-django,2018-10-12T15:09:55Z,8,Python,other
pydanny,pydanny/contributors,2016-06-09T18:31:24Z,33,Python,other
pydanny,pydanny/cookiecutter-djangopackage,2013-08-12T12:28:50Z,436,Python,
pydanny,pydanny/cookiecutter-flask,2013-08-24T13:40:37Z,2,CSS,
pydanny,pydanny/cookiecutter-pymodule,2014-08-15T13:36:31Z,14,Python,
pydanny,pydanny/coronavirus-cheatsheet,2020-03-12T19:21:16Z,2,,cc0-1.0
pydanny,pydanny/daniel-blog-fasthtml,2024-06-22T09:04:26Z,25,Python,apache-2.0
pydanny,pydanny/daniel.feldroy.com,2021-05-22T20:25:03Z,11,Roff,
pydanny,pydanny/dataclasses-json,2023-09-07T12:11:09Z,0,,mit
pydanny,pydanny/deploydjango.com,2013-11-22T23:31:34Z,0,Python,
pydanny,pydanny/design,2013-07-11T20:11:55Z,1,Python,bsd-3-clause
pydanny,pydanny/dj-ango,2015-12-20T16:46:46Z,30,Python,bsd-3-clause
pydanny,pydanny/dj-libcloud,2014-04-22T19:42:41Z,53,Python,bsd-3-clause
pydanny,pydanny/dj-notebook,2023-09-12T14:13:11Z,131,Jupyter Notebook,gpl-3.0
pydanny,pydanny/dj-notebook-slides,2023-10-21T10:17:13Z,1,JavaScript,
pydanny,pydanny/dj-pagination,2016-07-25T20:41:23Z,76,Python,bsd-3-clause
pydanny,pydanny/dj-paginator,2015-07-27T03:45:43Z,36,Python,bsd-3-clause
pydanny,pydanny/dj-spam,2015-07-29T04:53:01Z,21,Python,bsd-3-clause
SaraVieira,SaraVieira/0bin,2022-04-03T01:11:02Z,0,,wtfpl
SaraVieira,SaraVieira/30-30,2017-04-23T21:21:12Z,12,JavaScript,mit
SaraVieira,SaraVieira/30-days-of,2021-01-24T01:55:07Z,3,JavaScript,mit
SaraVieira,SaraVieira/3d-illustrations,2020-06-30T09:47:45Z,2,,
SaraVieira,SaraVieira/3d-react-2024,2024-04-20T16:27:09Z,4,JavaScript,
SaraVieira,SaraVieira/3D-web-workshop,2024-05-20T09:01:42Z,1,JavaScript,
SaraVieira,SaraVieira/99-problems-graphql-aint-one,2018-08-27T19:40:51Z,26,JavaScript,
SaraVieira,SaraVieira/a11ytips.rocks,2018-09-04T13:04:03Z,1,JavaScript,mit
SaraVieira,SaraVieira/agent-conf-talk,2018-02-01T17:43:59Z,0,JavaScript,
SaraVieira,SaraVieira/airportsnear.me,2019-03-17T13:22:13Z,28,JavaScript,
SaraVieira,SaraVieira/all-airports,2019-02-15T17:31:39Z,7,JavaScript,
SaraVieira,SaraVieira/alpine,2023-07-28T16:10:53Z,1,TypeScript,
SaraVieira,SaraVieira/AMA,2017-08-27T21:24:49Z,1,,
SaraVieira,SaraVieira/apollo,2018-02-07T21:26:11Z,1,JavaScript,mit
SaraVieira,SaraVieira/apollo-link-state-example,2017-12-24T17:20:33Z,98,JavaScript,
SaraVieira,SaraVieira/ArrayFTW,2021-04-28T10:05:20Z,13,JavaScript,
SaraVieira,SaraVieira/asdasd,2019-03-12T12:53:15Z,1,JavaScript,
SaraVieira,SaraVieira/atom-import-cost,2017-08-21T18:04:29Z,0,JavaScript,mit
SaraVieira,SaraVieira/awesome-female-workshop-leads,2019-01-04T07:00:50Z,151,,
SaraVieira,SaraVieira/awesome-graphql,2018-07-17T15:50:26Z,0,,
SaraVieira,SaraVieira/awesome-preact,2017-07-03T18:40:06Z,0,JavaScript,
SaraVieira,SaraVieira/awesome-react-platforms,2017-08-23T13:26:22Z,176,,mit
SaraVieira,SaraVieira/awesome-speakers,2017-11-03T11:06:46Z,0,,
SaraVieira,SaraVieira/awesome-talks,2018-05-19T15:57:27Z,810,JavaScript,mit
SaraVieira,SaraVieira/axohtml,2022-12-19T14:04:32Z,2,,mpl-2.0
SaraVieira,SaraVieira/axoreleases-test,2023-11-27T10:39:41Z,0,Rust,
SaraVieira,SaraVieira/babel-plugin-caralho,2017-11-12T16:15:00Z,9,JavaScript,wtfpl
SaraVieira,SaraVieira/babel-plugin-styled-components,2017-08-28T22:30:31Z,0,JavaScript,mit
SaraVieira,SaraVieira/babel-plugins,2018-01-20T21:20:22Z,2,JavaScript,mit
SaraVieira,SaraVieira/babelplugins.com,2018-02-04T20:07:31Z,0,JavaScript,
dsyer,dsyer/alpine-make-vm-image,2020-02-26T11:36:58Z,2,Shell,mit
dsyer,dsyer/angular-rickshaw,2015-05-31T15:17:56Z,0,,
dsyer,dsyer/apidocs,2012-04-20T11:15:31Z,1,JavaScript,apache-2.0
dsyer,dsyer/apimachinery,2020-12-14T11:07:02Z,0,,apache-2.0
dsyer,dsyer/as-proto,2022-12-06T00:20:47Z,0,,mit
dsyer,dsyer/asciidoctor-backends,2015-01-28T10:30:10Z,0,Ruby,
dsyer,dsyer/async-profiler,2018-05-31T07:40:26Z,0,C++,apache-2.0
dsyer,dsyer/async-wasm,2022-06-14T15:25:36Z,12,C,
dsyer,dsyer/atom-feed,2016-04-14T10:04:01Z,0,Shell,
dsyer,dsyer/auth-demo,2024-05-30T15:26:31Z,1,Java,
dsyer,dsyer/auth-relay,2016-09-28T08:55:49Z,0,Shell,
dsyer,dsyer/auth-server-client,2018-01-02T09:50:17Z,11,Shell,
dsyer,dsyer/azure-custom-handler,2020-06-01T13:03:44Z,1,HCL,
dsyer,dsyer/azure-docs,2018-04-18T12:50:13Z,0,Java,
dsyer,dsyer/azure-maven-plugins,2018-01-18T10:39:28Z,1,Java,mit
dsyer,dsyer/blitz4j,2014-09-16T11:05:28Z,0,,apache-2.0
dsyer,dsyer/blogs,2013-08-03T09:02:29Z,0,,
dsyer,dsyer/bluejekyll-wasmtime-java,2022-02-16T10:54:46Z,0,Rust,apache-2.0
dsyer,dsyer/boot-makeover,2013-12-12T13:51:20Z,0,Java,apache-2.0
dsyer,dsyer/bootiful-banners,2015-12-12T10:04:32Z,0,Java,apache-2.0
dsyer,dsyer/bootstrap-cf-plugin,2013-04-01T21:04:23Z,0,Ruby,
dsyer,dsyer/brewery,2015-12-16T06:38:52Z,1,Java,apache-2.0
dsyer,dsyer/builder,2019-09-04T09:40:08Z,0,,apache-2.0
dsyer,dsyer/buildpack-spring-boot,2020-06-25T13:00:43Z,0,,apache-2.0
dsyer,dsyer/carto-demo,2022-04-05T06:49:24Z,1,Java,apache-2.0
dsyer,dsyer/cf-bg-demo,2014-03-24T14:58:18Z,0,Groovy,
dsyer,dsyer/cf-java-client,2014-10-17T10:54:21Z,0,,apache-2.0
dsyer,dsyer/cf-memory-tests,2016-01-13T16:24:45Z,2,Java,
dsyer,dsyer/cf-release,2012-06-30T13:05:17Z,1,Shell,apache-2.0
dsyer,dsyer/cflogin,2016-05-14T13:19:59Z,3,Java,
trueadm,trueadm/angular,2015-02-01T21:17:34Z,0,JavaScript,apache-2.0
trueadm,trueadm/angular-test-table,2015-07-17T09:32:03Z,1,JavaScript,
trueadm,trueadm/artalar,2023-01-16T00:26:45Z,0,,
trueadm,trueadm/atom-t7,2015-03-05T10:50:25Z,2,CoffeeScript,mit
trueadm,trueadm/aurelia-dbmonster,2016-07-30T12:08:15Z,1,JavaScript,other
trueadm,trueadm/awesome-javascript,2016-09-09T22:59:02Z,8,,
trueadm,trueadm/aws-missing-tools,2013-06-03T09:19:36Z,0,Shell,
trueadm,trueadm/babel,2022-11-16T15:22:20Z,2,,mit
trueadm,trueadm/babel-plugin-caplin-jasmine-syntax,2016-03-07T15:37:29Z,1,JavaScript,
trueadm,trueadm/babel-plugin-transform-react-remove-prop-types,2017-08-31T16:37:45Z,1,JavaScript,mit
trueadm,trueadm/babel-standalone,2016-10-03T13:10:17Z,1,JavaScript,mit
trueadm,trueadm/benchmark,2016-09-09T20:49:34Z,1,JavaScript,
trueadm,trueadm/brjs,2015-09-29T09:17:16Z,1,JavaScript,lgpl-3.0
trueadm,trueadm/caplin-lib-tidier,2016-04-13T11:16:39Z,1,JavaScript,mit
trueadm,trueadm/cerebral-website,2016-01-20T15:05:01Z,1,JavaScript,mit
trueadm,trueadm/container-node-proposal,2016-09-22T11:36:52Z,7,,
trueadm,trueadm/create-react-app,2019-01-17T14:54:42Z,2,JavaScript,mit
trueadm,trueadm/dbmonster,2015-03-13T21:26:55Z,4,JavaScript,
trueadm,trueadm/dom-monster,2016-05-05T20:33:14Z,1,JavaScript,
trueadm,trueadm/fragment-node,2016-11-11T11:58:35Z,3,JavaScript,mit
trueadm,trueadm/hoist-non-react-statics,2016-06-21T20:47:37Z,1,JavaScript,other
trueadm,trueadm/html-parse-stringify,2015-09-23T16:17:23Z,2,JavaScript,
trueadm,trueadm/inferno-fractals,2016-12-20T10:25:43Z,4,JavaScript,
trueadm,trueadm/isomorphic-ui-benchmarks,2017-03-04T20:36:17Z,1,JavaScript,
trueadm,trueadm/javascript-guessing-game,2016-10-30T15:56:10Z,2,Vue,
trueadm,trueadm/jest,2017-02-28T17:14:56Z,2,JavaScript,other
trueadm,trueadm/js-framework-benchmark,2023-10-04T15:21:43Z,0,JavaScript,apache-2.0
trueadm,trueadm/js-reactivity-benchmark,2024-10-10T13:24:18Z,0,,
trueadm,trueadm/js-repaint-perfs,2016-06-07T21:51:47Z,2,JavaScript,
trueadm,trueadm/jsdom,2020-06-24T10:24:54Z,2,,mit
matryer,matryer/2018-talks,2019-07-30T19:01:11Z,2,,
matryer,matryer/2019-talks,2019-08-13T07:20:24Z,4,JavaScript,
matryer,matryer/anno,2015-05-31T12:02:38Z,72,Go,mit
matryer,matryer/appengine,2018-10-27T12:19:41Z,10,Go,mit
matryer,matryer/articles,2015-06-01T09:42:21Z,37,Go,
matryer,matryer/awesome-go,2015-09-21T17:21:55Z,8,Go,mit
matryer,matryer/awesome-graphql,2017-12-09T10:52:15Z,0,,
matryer,matryer/awesome-machine-learning,2018-01-19T15:15:13Z,2,Python,cc0-1.0
matryer,matryer/azure-sdk-for-go,2016-07-21T14:50:39Z,1,Go,apache-2.0
matryer,matryer/berlin-devfest-workshop,2016-11-14T17:06:58Z,1,Go,mit
matryer,matryer/bulma-tagsinput,2018-03-27T15:39:05Z,0,JavaScript,mit
matryer,matryer/captainslog,2018-04-01T12:04:45Z,12,Go,
matryer,matryer/changelog.com,2019-04-17T13:51:48Z,1,Elixir,other
matryer,matryer/codeform,2017-01-08T14:30:41Z,27,Go,gpl-3.0
matryer,matryer/codeform-templates,2017-01-08T13:51:34Z,3,Smarty,gpl-3.0
matryer,matryer/cr2,2018-06-22T14:41:56Z,1,Go,
matryer,matryer/crunchcrunchcrunchstack,2020-12-06T13:24:19Z,64,Go,
matryer,matryer/datasize,2019-11-21T10:07:58Z,0,,mit
matryer,matryer/drop,2016-05-28T07:53:27Z,122,Go,gpl-3.0
matryer,matryer/drop-test,2016-05-27T06:33:56Z,0,Go,mit
matryer,matryer/embedly,2015-04-02T12:15:14Z,0,Go,
matryer,matryer/emoji,2015-06-01T22:21:46Z,3,Go,mit
matryer,matryer/errors,2016-05-24T23:28:05Z,1,Go,bsd-2-clause
matryer,matryer/filedb,2014-10-28T21:29:53Z,24,Go,mit
matryer,matryer/flect,2019-02-11T12:59:08Z,1,Go,mit
matryer,matryer/flower,2015-02-08T21:33:55Z,6,Go,mit
matryer,matryer/funkjs,2011-09-07T16:59:37Z,2,JavaScript,
matryer,matryer/gae-records,2012-01-19T11:33:13Z,28,Go,mit
matryer,matryer/gb,2016-05-27T15:40:47Z,1,Go,mit
matryer,matryer/gbplay,2015-08-26T14:07:12Z,0,,
adamchainz,adamchainz/.github,2021-11-09T09:40:16Z,0,,
adamchainz,adamchainz/.github-1,2021-11-09T09:42:39Z,0,,
adamchainz,adamchainz/1-liners,2016-07-06T13:40:14Z,0,JavaScript,mit
adamchainz,adamchainz/2016.pyconuk.org,2016-09-26T09:40:50Z,0,CSS,mit
adamchainz,adamchainz/2017-key-signing-party,2017-10-23T10:06:47Z,0,,
adamchainz,adamchainz/2017.pyconuk.org,2017-10-27T13:44:36Z,0,Python,mit
adamchainz,adamchainz/abledecoder,2019-09-23T09:07:26Z,14,C++,
adamchainz,adamchainz/actions,2023-11-09T15:17:30Z,2,,
adamchainz,adamchainz/activesoup,2016-09-17T15:32:22Z,0,Python,mit
adamchainz,adamchainz/adamchainz,2020-07-09T16:35:29Z,4,Python,
adamchainz,adamchainz/advent-of-code-dot-com-answers,2015-12-18T14:47:09Z,0,Python,
adamchainz,adamchainz/agentzero,2016-06-15T20:14:52Z,0,Python,
adamchainz,adamchainz/aiohttp,2016-05-29T22:28:06Z,0,Python,apache-2.0
adamchainz,adamchainz/aiohttp_jinja2,2016-05-29T22:29:51Z,0,Python,apache-2.0
adamchainz,adamchainz/aiohttp_session,2016-05-29T22:32:05Z,0,Python,apache-2.0
adamchainz,adamchainz/aiohttp_utils,2016-06-04T14:32:30Z,0,Python,mit
adamchainz,adamchainz/aiomysql,2016-05-29T22:34:38Z,0,Python,mit
adamchainz,adamchainz/aiopg,2016-05-29T22:35:22Z,0,Python,bsd-2-clause
adamchainz,adamchainz/alchimia,2016-06-15T21:55:08Z,0,Python,mit
adamchainz,adamchainz/aleph,2016-06-18T08:27:39Z,0,Python,
adamchainz,adamchainz/all,2016-09-12T14:42:31Z,0,,
adamchainz,adamchainz/alotofeffort,2016-06-02T21:32:44Z,0,Python,bsd-3-clause
adamchainz,adamchainz/alpine-ajax,2023-09-18T08:50:22Z,1,JavaScript,mit
adamchainz,adamchainz/amazon-api-gateway-developer-guide,2020-01-10T23:40:02Z,0,,other
adamchainz,adamchainz/amazon-athena-user-guide,2018-04-04T10:25:06Z,0,,other
adamchainz,adamchainz/amazon-cloudfront-developer-guide,2018-11-16T20:35:55Z,0,,other
adamchainz,adamchainz/amazon-dynamodb-developer-guide,2019-01-02T16:20:44Z,0,,other
adamchainz,adamchainz/amazon-ec2-user-guide,2019-07-01T07:36:30Z,0,,other
adamchainz,adamchainz/amazon-rds-user-guide,2018-09-03T10:05:40Z,0,,other
adamchainz,adamchainz/ammonia,2023-12-07T15:08:39Z,2,,apache-2.0
gordicaleksa,gordicaleksa/.dotfiles,2018-04-13T14:53:00Z,1,Shell,
gordicaleksa,gordicaleksa/AI-Rubik-s-Cube,2018-07-26T15:51:50Z,0,,
gordicaleksa,gordicaleksa/airoboros,2023-12-02T15:00:37Z,1,,apache-2.0
gordicaleksa,gordicaleksa/api-design,2018-07-04T07:56:42Z,1,,
gordicaleksa,gordicaleksa/apps-script-samples,2019-03-03T21:33:13Z,0,JavaScript,apache-2.0
gordicaleksa,gordicaleksa/awesomeMLSys,2024-05-20T14:49:09Z,4,,
gordicaleksa,gordicaleksa/axolotl,2023-10-27T10:54:59Z,0,,apache-2.0
gordicaleksa,gordicaleksa/caffe,2020-01-28T15:51:34Z,0,,other
gordicaleksa,gordicaleksa/competitive_programming,2018-04-08T16:37:32Z,4,C++,
gordicaleksa,gordicaleksa/datasketch_threadsafe,2023-11-19T20:31:12Z,0,Python,mit
gordicaleksa,gordicaleksa/DeepDreamVideo,2020-07-18T08:08:56Z,3,,gpl-2.0
gordicaleksa,gordicaleksa/digital-image-processing,2018-06-29T12:11:44Z,7,Matlab,
gordicaleksa,gordicaleksa/examples,2020-03-01T13:36:15Z,3,,bsd-3-clause
gordicaleksa,gordicaleksa/first-order-model,2020-04-28T17:31:59Z,3,Jupyter Notebook,other
gordicaleksa,gordicaleksa/fsdl-text-recognizer-2022,2023-02-04T12:25:07Z,3,,mit
gordicaleksa,gordicaleksa/gans,2020-09-14T08:24:19Z,5,,mit
gordicaleksa,gordicaleksa/get-started-with-JAX,2021-10-28T20:00:00Z,653,Jupyter Notebook,mit
gordicaleksa,gordicaleksa/GoogleCodeJam2018,2018-04-09T08:47:50Z,1,C++,
gordicaleksa,gordicaleksa/gordicaleksa,2020-07-18T20:19:30Z,13,,
gordicaleksa,gordicaleksa/gpt-2-output-dataset,2022-08-13T08:25:24Z,0,,mit
gordicaleksa,gordicaleksa/java-algorithms-implementation,2017-11-30T19:09:01Z,3,Java,apache-2.0
gordicaleksa,gordicaleksa/jina,2021-08-28T08:34:32Z,2,,apache-2.0
gordicaleksa,gordicaleksa/llm.c,2024-06-01T14:40:15Z,4,Cuda,mit
gordicaleksa,gordicaleksa/MachineLearningMicrosoftPetnica,2018-04-28T08:43:11Z,3,C++,
gordicaleksa,gordicaleksa/metaseq,2022-09-10T14:54:19Z,4,Python,mit
gordicaleksa,gordicaleksa/micrograd,2024-07-19T13:22:26Z,0,,
gordicaleksa,gordicaleksa/MicrosoftBubbleCup2018,2018-04-27T08:53:28Z,1,C++,
gordicaleksa,gordicaleksa/mlp,2024-07-19T11:55:13Z,0,,
gordicaleksa,gordicaleksa/neural-style,2020-03-26T08:32:23Z,2,,gpl-3.0
gordicaleksa,gordicaleksa/neural-style-tf,2020-03-28T21:45:15Z,0,,gpl-3.0
lewagon,lewagon/active-record-advanced,2014-10-27T11:17:40Z,2,Ruby,
lewagon,lewagon/airbnb,2018-11-29T10:31:10Z,1,HTML,
lewagon,lewagon/alfred-coworker,2016-04-20T17:46:11Z,2,Ruby,
lewagon,lewagon/amsterdam,2016-03-02T16:48:24Z,3,CSS,
lewagon,lewagon/amsterdam-drive-in,2016-01-30T17:20:31Z,4,HTML,
lewagon,lewagon/animation-challenges,2015-05-20T12:51:45Z,2,CSS,
lewagon,lewagon/awesome-navbars,2014-11-14T15:07:03Z,60,HTML,
lewagon,lewagon/bash-runner,2024-05-09T09:21:20Z,0,Dockerfile,
lewagon,lewagon/blog-rails-redux,2017-09-28T14:49:01Z,1,Ruby,
lewagon,lewagon/blog-redux,2017-09-28T07:45:14Z,3,JavaScript,
lewagon,lewagon/bootcamp-finder,2018-05-05T18:34:27Z,1,Python,
lewagon,lewagon/bootstrap-boilerplate,2014-07-02T16:45:20Z,108,HTML,mit
lewagon,lewagon/bootstrap-dashboard-boilerplate,2023-02-28T16:09:31Z,0,HTML,
lewagon,lewagon/Bored-API,2024-05-26T21:07:55Z,0,JavaScript,mit
lewagon,lewagon/breaking-bad-quotes,2022-04-28T10:42:15Z,0,,
lewagon,lewagon/cetetejecode-videos,2014-07-01T15:29:17Z,2,CSS,
lewagon,lewagon/chat-rails-redux,2017-09-28T14:48:47Z,3,Ruby,
lewagon,lewagon/chat-redux,2017-09-26T10:21:03Z,5,JavaScript,
lewagon,lewagon/clearbit-livecode,2018-05-09T08:45:38Z,1,HTML,
lewagon,lewagon/components-demo,2017-07-21T08:38:29Z,6,HTML,
lewagon,lewagon/conduct,2019-05-23T16:13:35Z,4,,
lewagon,lewagon/corporate-satair,2017-05-03T11:06:51Z,0,HTML,
lewagon,lewagon/data-analytics-jupyter-challenges,2023-02-14T09:45:38Z,0,Jupyter Notebook,
lewagon,lewagon/data-analytics-sprint,2020-02-11T16:09:44Z,15,Jupyter Notebook,
lewagon,lewagon/data-certification-api,2021-03-12T11:50:26Z,0,Python,
lewagon,lewagon/data-certification-api-movies,2021-06-25T13:44:51Z,0,Python,
lewagon,lewagon/data-certification-exam,2021-03-11T17:42:52Z,0,,
lewagon,lewagon/data-engineering-setup,2022-06-15T16:48:57Z,10,Ruby,
lewagon,lewagon/data-images,2019-11-08T16:23:52Z,0,,
lewagon,lewagon/data-kit,2015-02-05T09:41:12Z,201,Jupyter Notebook,
threepointone,threepointone/act-warning,2019-04-04T12:46:32Z,0,JavaScript,
threepointone,threepointone/adele,2018-12-20T17:39:45Z,0,JavaScript,mit
